Unnamed: 0,subject_hash,project,hip_flexion_median,hip_adduction_median,hip_rotation_median,knee_angle_median,ankle_angle_median,lumbar_extension_median,lumbar_bending_median,lumbar_rotation_median,neck_extension_median,neck_bending_median,neck_rotation_median,arm_flex_median,arm_add_median,elbow_flex_median,All_median,RTE (cm),pelvis_tilt_mean,pelvis_list_mean,pelvis_rotation_mean,hip_flexion_r_mean,hip_adduction_r_mean,hip_rotation_r_mean,knee_angle_r_mean,ankle_angle_r_mean,subtalar_angle_r_mean,hip_flexion_l_mean,hip_adduction_l_mean,hip_rotation_l_mean,knee_angle_l_mean,ankle_angle_l_mean,subtalar_angle_l_mean,lumbar_extension_mean,lumbar_bending_mean,lumbar_rotation_mean
10,YrBXjaIH4QQFLxas,LLPU,9.839496240013146,2.988329638068581,4.33254352356906,24.099665080682374,9.243764579283694,2.496903290258276,2.4912814042411204,7.247276379226872,3.9838529749298,4.0658378699715785,15.946855881673557,8.86953509956411,2.3862836808948646,7.79323645147444,5.44014236730396,,21.515652,1.7276367,3.8177993,8.607095,2.308038,2.83151,23.167627,24.14777,6.3709793,13.15065,4.914306,7.0219226,31.365093,5.2622485,9.4357395,2.8397722,2.6366563,7.250927
11,GmRo1xn73pjoSlv_,LLPU,6.970903873519707,3.394369229743618,3.3344509683628583,4.984207603411745,6.247498047956147,2.7343501209987147,1.097568924382148,1.5156859980570605,15.934356635492431,6.522863100760735,3.497665168769483,11.411310598235255,5.297295791002313,4.899330550143289,4.642093673169561,,3.4876945,1.5763564,2.3511853,9.032813,3.1469865,5.4827833,4.124539,6.184971,2.9438765,4.987804,3.7793336,2.3987663,9.355612,8.687029,8.228335,2.7640958,1.505049,1.8697159
12,GmRo1xn73pjoSlv_,LLPU,4.18113231693504,2.291008091501888,4.734751165676308,4.800680847300326,4.119291357302921,2.874252885768086,2.473990566913822,1.2423473770018505,8.903149875564328,4.339380116041419,2.7619028906671343,5.77062960803149,3.919682493903884,5.149914822865425,3.8318445536302272,,2.0804844,1.7565347,2.1379273,4.002265,2.7348404,6.339219,4.6904345,3.7338912,11.29121,5.5941095,2.3623607,3.9389408,5.7904115,11.648946,14.173255,3.2269826,2.5359852,1.6080956
13,GmRo1xn73pjoSlv_,LLPU,8.73147221700241,2.99065254271662,2.9509913417536486,5.123239519061939,6.5890335465529954,2.6152606501776647,1.176890472534445,1.524883488104717,16.965885954893608,5.294865097431435,3.2387672751669725,12.215536344700284,4.841291871444752,5.460218854595566,4.655351924122202,,3.513966,1.7139294,2.6334064,10.363008,2.717301,3.950496,3.8116734,5.9909325,3.205994,7.245075,3.5868864,2.7685595,9.983836,10.369711,7.7378616,2.7872088,1.5202855,1.7781234
14,GmRo1xn73pjoSlv_,LLPU,4.112503856815221,2.165450218093424,3.9975756787460015,5.528866524622425,4.073105618135295,3.790442508202549,1.913675358021591,1.2676283617193007,12.300378393249243,3.4199837197916354,3.43175384327886,6.156894734842282,2.924638337501624,5.137528274805606,3.642907860809335,,1.9552112,1.8318478,2.312744,4.4030156,2.373965,5.481101,5.453087,4.010535,10.672933,5.3278933,2.264814,3.793923,6.5931334,10.934099,13.601547,4.230349,2.1469626,1.4871656
15,GmRo1xn73pjoSlv_,LLPU,6.570316693793044,2.418370202068292,2.796250417899248,5.21587566722753,6.264108214243972,3.528129093128209,1.670298962586229,1.2915926140308194,14.915719298149655,6.107935511984807,4.572014651624761,11.20219838037979,5.110600254002831,5.150742983302289,4.5360818801749705,,3.7432501,1.6042142,2.9905672,7.391549,2.1913724,3.4948733,4.319088,6.10513,3.727666,5.9458585,3.0521674,3.2279363,10.659168,15.101893,9.08732,3.670101,2.1573172,1.5007387
16,GmRo1xn73pjoSlv_,LLPU,8.506361988563485,2.896638830772803,2.98043714103922,4.281196722709843,5.908959721744465,2.947639853305288,1.1765440538774783,1.2838111075754708,15.090876084320048,4.979984412070562,3.415895851573383,10.586601968223004,5.226412087795921,4.72189760343199,4.486793954463689,,2.6476085,1.3445315,2.4373548,9.477978,2.4929495,3.606838,3.5439389,5.314623,3.136484,7.540318,3.617766,2.841703,8.418793,10.30332,8.026965,3.012052,1.4930224,1.7324492
17,GmRo1xn73pjoSlv_,LLPU,6.021683883145886,2.1181240507778174,4.1807818428532535,4.270811846963661,4.778682515531007,2.9161834170827943,2.592181440972192,1.417397014579638,8.170077624777907,3.4438001625406467,2.795535382470512,5.420511549855696,4.09950088418281,5.695797201711184,3.750150368514997,,2.4212172,1.9470152,2.391797,5.2737765,2.4964995,6.336637,4.648661,3.845577,9.169257,7.6182733,2.1562054,3.0807133,5.746939,10.896284,12.91494,3.1879275,2.627002,1.774022
18,GmRo1xn73pjoSlv_,LLPU,8.355081836184166,2.7352218238915373,3.022052629878461,5.3612459984274965,6.089696772466757,2.360031848819921,1.4195372116673792,2.5463047678645085,18.477471705014544,4.004615896232992,2.277301822828376,12.366936879163724,4.408556698842132,6.228972013606134,4.512186036476858,,3.893295,1.5710135,2.7557924,9.957627,2.4574816,3.8724563,4.390746,5.287864,3.1555884,6.5625367,3.305859,3.0395157,9.311057,8.515174,6.862849,2.5749352,1.792777,2.7913115
19,HGDofbPaujeS7OX3,LLPU,5.7628696593607085,1.406507558608522,2.035857410432776,4.7131609377098975,4.836001889932577,2.5696281563328096,1.5563962733878631,1.2285798500692204,5.601590536923313,1.442424108359034,1.486296761275553,5.774487384252077,1.0244152504937842,2.841245996603999,2.4483286924284378,,1.6920066,1.3799407,2.2769623,7.7357464,1.9378499,2.2939577,4.9688673,5.8027287,5.0894856,6.601063,1.892423,3.0265985,6.8804126,5.598172,4.9085298,2.8045013,1.6918448,1.4839997
20,HGDofbPaujeS7OX3,LLPU,5.398430828929515,1.8054887901065857,2.9648053993499994,4.585207588893463,5.313274164791912,2.9883776628361827,1.2303939056240936,1.475888833640923,10.646514680075065,0.9716678339678916,2.8243131038778917,9.015782256298776,1.2341349282985563,3.3193677762413545,2.886448615417967,,2.2086172,1.3535272,3.2295935,6.7205987,2.396385,3.7667997,7.8616295,7.852916,6.4216685,6.3938065,1.8590438,3.1658041,6.147248,4.9122863,4.222901,3.3797138,1.5004518,2.0116408
21,HGDofbPaujeS7OX3,LLPU,5.686394592545015,2.5149106571181914,3.4335284118025937,7.203038951519992,6.892372065990194,4.772174625912454,1.5373251045647185,3.389849352060362,9.6828919551758,1.2560684799924655,3.149301828880149,6.981947435633972,1.8003601718135522,6.164207306122426,3.986481743986608,,8.220838,2.2380965,3.0458527,7.4946485,3.3066056,4.7963133,11.479259,9.824561,8.801659,7.362914,3.2254226,3.3802214,9.0711,7.870606,5.277593,4.589044,1.8882966,3.6722376
22,HGDofbPaujeS7OX3,LLPU,4.835399979511969,1.8387688868374727,1.8949533826197629,3.817389312025541,4.746535803315519,1.696441404912747,1.0120783280271546,1.3979160344062922,4.710986376232895,1.2332577825987387,1.0835404628788825,4.995920097177847,1.059387099704719,3.045685511293528,2.3488075001360627,,1.6517247,1.1460787,1.9872631,5.8934355,2.182078,2.1442044,4.9619527,5.64156,10.135891,5.730834,1.8263769,2.3560174,4.3183427,6.0260735,5.2998867,2.2201452,1.138804,1.587081
